"Direcciones_c";"Direcciones_prueba";"Ciudad";"localizaciones.lat";"localizaciones.long"
"CL 27 D SUR 28 50";"CL 27 D SUR 28 50 CONJUNTO RESIDENCIAL ARRECIFES DE LA ABADIA PH";"ENVIGADO";6,174571;-75,57555
"CR 52 2 SUR 45";"CR 52 2 SUR 45 EDIFICIO MONTECASTELLO APARTAMENTOS";"MEDELLIN";6,206324;-75,58619
"CL 40 AA 59 C 40";"CL 40 AA 59 C 40 CONJUNTO DE USO MIXTO MIRADOR DE LOS BUCAROS PH";"BELLO";6,34834;-75,55752
"CR 83 54 19";"CR 83 54 19 CONJUNTO RESIDENCIAL ESTADIO CAMPESTRE PH";"MEDELLIN";6,25965;-75,59439
"CL 27 SUR 27 B 34";"CL 27 SUR 27 B 34 CONJUNTO RESIDENCIAL URBANIZACION SAO BENT";"ENVIGADO";6,174033;-75,5702
"CR 80 57 30";"CR 80 57 30 EDIFICIO BRASILIA 80 PH";"MEDELLIN";6,27139;-75,59438
"CL 32 F 78 97";"CL 32 F 78 97 TORRE AVELLANA PH";"MEDELLIN";6,238244;-75,59917
"CR 33 72 SUR 35";"CR 33 72 SUR 35 PARQUE DEL SOL APARTAMENTOS";"SABANETA";6,141223;-75,61184
"CL 17 A SUR 48 69";"CL 17 A SUR 48 69 JARDIN TRES";"MEDELLIN";6,18934;-75,58179
"CR 80 46 29";"CR 80 46 29 ";"MEDELLIN";6,25666;-75,59835
"CR 76 53 79";"CR 76 53 79 URBANIZACION PARAISO DE COLORES PH";"MEDELLIN";6,26455;-75,59007
"CL 82 76 24";"CL 82 76 24 ";"MEDELLIN";6,28441;-75,583
"CL 75 SUR 46 A 14";"CL 75 SUR 46 A 14 EDIFICIO RIOBAMBA PH";"SABANETA";6,150521;-75,61922
"CR 86 A 41 37";"CR 86 A 41 37 EDIFICIO MIXTO SAN ISIDRO PH";"MEDELLIN";6,24886;-75,60669
"CL 49 E 83 A 196";"CL 49 E 83 A 196 SOL NACIENTE PH";"MEDELLIN";6,26403;-75,60283
"CL 75 SUR 42 97";"CL 75 SUR 42 97 URBANIZACIÓN BANGKOK";"SABANETA";6,150404;-75,61919
"CL 47 B SUR 69 94";"CL 47 B SUR 69 94 URBANIZACION RESERVAS DEL PRADO ETAPA 3";"SAN ANTONIO DE PRADO";6,1795;-75,64858
"CL 36 64 A 78";"CL 36 64 A 78 EDIFICIO RIU PH";"MEDELLIN";6,24125;-75,5825
"CL 72 SUR 43 B 23";"CL 72 SUR 43 B 23 AIRES DE BETANIA";"SABANETA";6,150003;-75,61608
"CR 58 A 42 B 12";"CR 58 A 42 B 12 ";"BELLO";6,329096;-75,56495
"CL 63 B SUR 32 552";"CL 63 B SUR 32 552 UNIDAD CERRADA MONTEFLOR PH ETAPA ACACIA";"SABANETA";6,1526;-75,6109
"CL 67 99 183";"CL 67 99 183 CONJUNTO DE USO MIXTO LUNA DEL MAR";"MEDELLIN";6,24589;-75,57457
"CR 70 31 75";"CR 70 31 75 EDIFICIO ROME";"MEDELLIN";6,23455;-75,5916
"CL 24 39 07";"CL 24 39 07 CONJUNTO RESIDENCIAL VANCOUVER";"MEDELLIN";6,223398;-75,56579
"CL 64 SUR 39 130";"CL 64 SUR 39 130 UNIDAD RESIDENCIAL VENTUM PH";"SABANETA";6,148423;-75,60831
"CR 98 64 B 35";"CR 98 64 B 35 CONJUNTO RESIDENCIAL URBANIZACION EL POMAR PH";"MEDELLIN";6,26944;-75,55168
"CL 32 E 80 69";"CL 32 E 80 69 MULTIFAMILIAR SIENNA";"MEDELLIN";6,23709;-75,60028
"DG 43 34 E 20";"DG 43 34 E 20 UNIDAD RESIDENCIAL CURAZAO PH";"BELLO";6,330062;-75,53935
"CR 87 39 127";"CR 87 39 127 URBANIZACION VIVENZA PROPIEDAD HORIZONTAL";"BELLO";6,34034;-75,55916
"CL 22 A 12 A 184";"CL 22 A 12 A 184 CIUDADELA DEL SOL PREMIUM";"SAN JERONIMO";6,44347;-75,73104
"CL 24 61 70";"CL 24 61 70 ";"ITAGUI";6,165544;-75,64363
"CR 45 A 80 SUR 127";"CR 45 A 80 SUR 127 URBANIZACION LIVING";"SABANETA";6,146112;-75,62553
"CL 63 B SUR 32 552";"CL 63 B SUR 32 552 UNIDAD CERRADA MONTEFLOR PROPIEDAD HORIZONTAL ETAPA A";"SABANETA";6,1526;-75,6109
"CL 27 79 283";"CL 27 79 283 ";"MEDELLIN";6,22826;-75,60046
"CL 65 90 90";"CL 65 90 90 URB PENINSULA CONDOMINIO PH";"MEDELLIN";6,27996;-75,59978
"CL 40 AA 59 C 40";"CL 40 AA 59 C 40 CONJUNTO DE USO MIXTO MIRADOR DE BUCAROS PH";"BELLO";6,34834;-75,55752
"CL 107 SUR 50 187";"CL 107 SUR 50 187 FRONTERA DEL SUR ETAPA 2";"LA ESTRELLA";6,111313;-75,6382
"CL 65 86 13";"CL 65 86 13 EDIFICIO ROBLEDO PLAZA";"MEDELLIN";6,27593;-75,59658
"CL 71 SUR 33 150";"CL 71 SUR 33 150 EDIFICIO VISTA APARTAMIRADOR PH";"SABANETA";6,145587;-75,61096
"CL 30 42 A 21";"CL 30 42 A 21 TORRES DE SAN DIEGO";"MEDELLIN";6,2298;-75,56843
"CL 76 B SUR 48 144";"CL 76 B SUR 48 144 TORRE ALFA PH";"SABANETA";6,153305;-75,62369
"CR 56 C 83 DD SUR 52";"CR 56 C 83 DD SUR 52 CONJUNTO NATURAL AQUAVENTO ETAPA 1";"LA ESTRELLA";6,15199;-75,6401
"CL 65 80 A 28";"CL 65 80 A 28 TORRE JORDAN";"MEDELLIN";6,27403;-75,59433
"CL 28 84 195";"CL 28 84 195 CONJUNTO RESIDENCIAL EL MIRADOR DE LOS ALPES PH";"MEDELLIN";6,229419;-75,60732
"CL 18 43 G 90";"CL 18 43 G 90 CONJUNTO RESIDENCIAL BOSQUE DEL RIO";"MEDELLIN";6,20906;-75,55296
"DG 67 AV 31 150";"DG 67 AV 31 150 CONJUNTO RESIDENCIAL CERRO CLARO PH";"BELLO";6,20542;-75,56718
"CR 70 44 A 36";"CR 70 44 A 36 EDIFICIO HABITAT 70 HP";"MEDELLIN";6,25028;-75,58847
"CR 61 33 51";"CR 61 33 51 CONJUNTO RESIDENCIAL BAHIA GRANDE PH TORRE 2";"ITAGUI";6,17288;-75,61148
"CR 32 77 SUR 371";"CR 32 77 SUR 371 AIRES DEL BOSQUE ETAPAS 1 Y 2 PH";"SABANETA";6,142121;-75,61029
"CR 6 A 47 A 40";"CR 6 A 47 A 40 BOSQUE VERDE APARTAMENTOS";"MEDELLIN";6,24589;-75,57457
"CR 86 46 38";"CR 86 46 38 ";"MEDELLIN";6,2565;-75,60209
"CR 80 46 27";"CR 80 46 27 LC 102";"MEDELLIN";6,256624;-75,59827
"CR 85 45 C 51";"CR 85 45 C 51 EDIFICIO KURITIVA";"MEDELLIN";6,255198;-75,60239
"TV 39 77 32";"TV 39 77 32 TORRE MALLORCA";"MEDELLIN";6,24756;-75,59735
"CL 69 SUR 43 A 30";"CL 69 SUR 43 A 30 EDIFICIO SALDARRIAGA PH";"SABANETA";6,150559;-75,61418
"AV 43 DG 57 39";"AV 43 DG 57 39 ";"BELLO";6,340633;-75,55021
"CR 75 45 SUR 130";"CR 75 45 SUR 130 EDIFICIO MIXTO SANFER";"SAN ANTONIO DE PRADO";6,17981;-75,65335
"CR 38 26 433";"CR 38 26 433 CONJUNTO RESIDENCIAL LOS FUERTES PH";"MEDELLIN";6,22879;-75,56705
"CR 53 25 32";"CR 53 25 32 OPORTO CIUDADELA";"BELLO";6,314935;-75,55952
"CR 91 D 72 159";"CR 91 D 72 159 URBANIZACION ROBLEDALES ETAPA 1B";"MEDELLIN";6,284;-75,59788
"CR 66 BB 56 B 26";"CR 66 BB 56 B 26 CONJUNTO RESIDENCIAL PARQUE ALTO PH";"BELLO";6,20542;-75,56718
"CL 67 65 D 22";"CL 67 65 D 22 URBANIZACION VILLAS DE COMFENALCO";"BELLO";6,34749;-75,56978
"CR 45 A 80 SUR 75";"CR 45 A 80 SUR 75 CONJUNTO RESIDENCIAL PRESTIGE PH";"SABANETA";6,14615;-75,62532
"CR 45 A 80 SUR 127";"CR 45 A 80 SUR 127 UNIDAD LIVING";"SABANETA";6,146112;-75,62553
"CR 33 72 SUR 35";"CR 33 72 SUR 35 CONJUNTO RESIDENCIAL PARQUE DEL SOL PH";"SABANETA";6,141223;-75,61184
"CL 28 55 39";"CL 28 55 39 ";"BELLO";6,317333;-75,5608
"CR 44 80 51";"CR 44 80 51 ";"MEDELLIN";6,27312;-75,5531
"CL 13 75 4";"CL 13 75 4 ";"MEDELLIN";6,219792;-75,63465
"CR 132 63 84";"CR 132 63 84 ";"MEDELLIN";6,27928;-75,63696
"CL 39 SUR 81 66";"CL 39 SUR 81 66 ";"SAN ANTONIO DE PRADO";6,18633;-75,65799
"CR 80 A 40 39";"CR 80 A 40 39 ";"MEDELLIN";6,248464;-75,6
"CL 51 B 81 B 39";"CL 51 B 81 B 39 ";"MEDELLIN";6,2659;-75,59828
"CR 64 B 33 34";"CR 64 B 33 34 ";"ITAGUI";6,171438;-75,63531
"CL 70 58 133";"CL 70 58 133 VILLA VERDE PH";"ITAGUI";6,18783;-75,60546
"CR 86 64 58";"CR 86 64 58 ED VALDELLANO 1";"MEDELLIN";6,27554;-75,59661
"CR 33 72 SUR 35";"CR 33 72 SUR 35 PARQUE DEL SOL";"SABANETA";6,141223;-75,61184
"CR 31 19 445";"CR 31 19 445 TIERRA GRATA BOSQUE SANTO";"MEDELLIN";6,22431;-75,56179
"CL 64 SUR 39 130";"CL 64 SUR 39 130 VENTUM PH";"SABANETA";6,148423;-75,60831
"CL 71 58 102";"CL 71 58 102 CIUDADELA DEL PARQUE PH";"ITAGUI";6,17288;-75,61148
"CL 63 B SUR 32 552";"CL 63 B SUR 32 552 MONTEFLOR PH ETAPA ACACIA";"SABANETA";6,1526;-75,6109
"CR 27 AA 37 B SUR 70";"CR 27 AA 37 B SUR 70 URBANIZACION NOGALES APARTAMENTOS";"ENVIGADO";6,15847;-75,57405
"CR 80 32 EE 41";"CR 80 32 EE 41 EDIFICO ZAGUAN DEL PARQUE";"MEDELLIN";6,237941;-75,59999
"CR 44 60 SUR 35";"CR 44 60 SUR 35 PUERTA DE MAYORCA PH";"SABANETA";6,159316;-75,60517
"CL 43 B 83 45";"CL 43 B 83 45 EDIFICIO SAN JUAN DE LA CALLEJA PH";"MEDELLIN";6,275075;-75,55239
"CL 63 B SUR 32 552";"CL 63 B SUR 32 552 UNIDAD CERRADA MONTEFLOR PROPIEDAD HORIZONTAL ETAPA AC";"SABANETA";6,1526;-75,6109
"CL 24 SUR 39 73";"CL 24 SUR 39 73 EDIFICIO LUXURY";"ENVIGADO";6,178559;-75,57442
"CL 41 59 BB 35";"CL 41 59 BB 35 RESERVA DE BUCAROS PH";"BELLO";6,34034;-75,55916
"CR 27 28 SUR 23";"CR 27 28 SUR 23 MULTIFAMILIAR SEPIA PH";"ENVIGADO";6,169213;-75,56844
"CR 35 01 A SUR 04";"CR 35 01 A SUR 04 OBRA DIECINUEVE";"MEDELLIN";6,20077;-75,56715
"CR 43 B 14 54";"CR 43 B 14 54 CENTRO EMPRESARIAL";"MEDELLIN";6,19781;-75,55727
"CL 71 SUR 34 314";"CL 71 SUR 34 314 EDIFICIO RESIDENCIAL MANTIS";"SABANETA";6,145587;-75,61096
"CR 45 68 SUR 20";"CR 45 68 SUR 20 TORRE VERONA PH";"SABANETA";6,152337;-75,61491
"CL 53 SUR 70 104";"CL 53 SUR 70 104 ";"SAN ANTONIO DE PRADO";6,17476;-75,65068
"CL 53 79 90";"CL 53 79 90 EDIFICIO LOS POMOS PH";"MEDELLIN";6,26685;-75,59553
"CR 59 BB 40 C 50";"CR 59 BB 40 C 50 CONJUNTO RESIDENCIAL COLINA DE BUCAROS PH";"BELLO";6,34034;-75,55916
"CL 40 104 04";"CL 40 104 04 PORTAL DE SAN JAVIER";"MEDELLIN";6,2547;-75,61902
"CR 52 2 SUR 45";"CR 52 2 SUR 45 MONTE CASTELLO APARTAMENTOS";"MEDELLIN";6,206324;-75,58619
"CR 43 A 69 SUR 25";"CR 43 A 69 SUR 25 ";"SABANETA";6,150272;-75,61419
"CR 33 72 SUR 35";"CR 33 72 SUR 35 PARQUE DE SOL";"SABANETA";6,141223;-75,61184
"CL 51 82 190";"CL 51 82 190 URBANIZACION RESIDENCIAL CERROS DEL ESCORIAL PH";"MEDELLIN";6,24589;-75,57457
"CL 15 C SUR 29 C 83";"CL 15 C SUR 29 C 83 EDIFICIO SANTORINI";"MEDELLIN";6,186754;-75,56646
"CR 35 A 77 SUR 71";"CR 35 A 77 SUR 71 FUENTE CLARA APARTAMENTOS";"SABANETA";6,142434;-75,61405
"CR 51 98 237";"CR 51 98 237 PARQUE RESIDENCIAL FLORES DEL CAMPO PH";"LA ESTRELLA";6,156275;-75,62876
"CR 76A 53 35";"CR 76A 53 35 CONJUNTO DE USO MIXTO JARDIN DE COLORES";"MEDELLIN";6,26476;-75,59008
"CR 75 61 85";"CR 75 61 85 URBANIZACIÓN ORANGE PH";"MEDELLIN";6,26878;-75,58891
"CL 75 SUR 53 150";"CL 75 SUR 53 150 UNIDAD RESIDENCIAL AGUAS DEL BOSQUE PH";"ITAGUI";6,164715;-75,63569
"CR 50 100 D SUR 189";"CR 50 100 D SUR 189 TORRE 3 JARDINES DEL SUR";"LA ESTRELLA";6,11594;-75,63615
"TV 38 AA 57 110";"TV 38 AA 57 110 PUERTO PARAISO PH";"BELLO";6,34253;-75,56852
"CR 38 75B SUR 257";"CR 38 75B SUR 257 CONJUNTO RESIDENCIAL BALUARTE PH";"SABANETA";6,143877;-75,61684
"CR 33 72 SUR 35";"CR 33 72 SUR 35 CONJUNTO RESIDENCIAL PARQUES DEL SOL PH";"SABANETA";6,141223;-75,61184
"CL 51 84 181";"CL 51 84 181 CONJUNTO RESIDENCIAL FARALLONES";"MEDELLIN";6,267446;-75,6021
"CR 27D 27 E SUR 21";"CR 27D 27 E SUR 21 URBANIZACION MARROCO APARTAMENTOS";"ENVIGADO";6,168241;-75,57426
"CL 39 SUR 25 AA 12";"CL 39 SUR 25 AA 12 UNIDAD RESIDENCIAL SENDERO FRESCO";"ENVIGADO";6,153183;-75,57418
"CL 5 S 25 233";"CL 5 S 25 233 CONJUNTO RESIDENCIAL TORRES DE CITARK P.H";"MEDELLIN";6,22246;-75,60318
"CR 15B B 35 58";"CR 15B B 35 58 ";"MEDELLIN";6,22883;-75,54532
"CR 47 76 D SUR 94";"CR 47 76 D SUR 94 URB 77 TOWERS";"SABANETA";6,150323;-75,62208
"CL 39S 24AA 12";"CL 39S 24AA 12 SENDERO FRESCO";"ENVIGADO";6,178555;-75,57417
"CL 17 37 A 80";"CL 17 37 A 80 CONJUNTO RESIDENCIAL PROVIDENCIA DE CASTROPOL PH";"MEDELLIN";6,21703;-75,56634
"CR 50A 97 215";"CR 50A 97 215 EL ROSAL 1 ETAPA PH";"MEDELLIN";6,289399;-75,55808
"CL 5 76 A 150";"CL 5 76 A 150 URBANIZACIÓN VITENZA PH";"MEDELLIN";6,21711;-75,60196
"CR 66 63 30";"CR 66 63 30 ";"ITAGUI";6,184001;-75,61254
"CR 50D 77 SUR 81";"CR 50D 77 SUR 81 CONJUNTO RESIDENCIAL MAR DE PLATA PH";"LA ESTRELLA";6,157033;-75,62726
"CL 40 101A 243";"CL 40 101A 243 CONJUNTO RESIDENCIAL NUEVA ANDALUCIA";"MEDELLIN";6,29796;-75,5546
"CR 44 17 SUR 112";"CR 44 17 SUR 112 URBANIZACION TULIPANES DE SANTA MARIA";"MEDELLIN";6,186945;-75,57887
"CL 78C SUR 47G 10";"CL 78C SUR 47G 10 URB VIVARE PLAZA RESIDENCIAL PH";"SABANETA";6,150686;-75,6254
"CR 83 A 31 B 30";"CR 83 A 31 B 30 ";"MEDELLIN";6,233684;-75,60676
"CL 49 E 83A 200";"CL 49 E 83A 200 CONJUNTO RESIDENCIAL SOL CRECIENTE PH";"MEDELLIN";6,24589;-75,57457
"CL 43 A 62 SUR 47";"CL 43 A 62 SUR 47 EDIFICIO MIXTO TORRE LOS ALCAZARES";"SABANETA";6,153972;-75,60991
"DG 99B 64 AD 70";"DG 99B 64 AD 70 TERRITORIO AURORA";"MEDELLIN";6,24589;-75,57457
"CL 20 59 68";"CL 20 59 68 EDIFICIO GUADAIRA";"MEDELLIN";6,22272;-75,58386
"CL 75 SUR 47 39";"CL 75 SUR 47 39 EDIFICIO BUONAROTTI PH";"SABANETA";6,152012;-75,62087
"CR 46 43 35";"CR 46 43 35 ";"ITAGUI";6,167085;-75,61294
"CR 46 D 78 SUR 28";"CR 46 D 78 SUR 28 ";"SABANETA";6,148788;-75,62286
"CR 35 75 SUR 31";"CR 35 75 SUR 31 CENTURY TOWER";"SABANETA";6,142584;-75,61419
"DG 67 31 150";"DG 67 31 150 UNIDAD RESIDENCIAL CERRO CLARO PH";"BELLO";6,34034;-75,55916
"CR 25 5 SUR 72";"CR 25 5 SUR 72 EDIFICIO QUARTIER APARTAMENTOS";"MEDELLIN";6,19204;-75,55987
"CL 54 86 C 220";"CL 54 86 C 220 FARO VERDE APARTAMENTOS";"MEDELLIN";6,24589;-75,57457
"CL 36 66 6";"CL 36 66 6 CONQUISTADOR DEL PARQUE PH";"MEDELLIN";6,24201;-75,58474
"CR 58B 14 SUR 05";"CR 58B 14 SUR 05 VILLA DEL PARQUE APARTAMENTOS PH";"ITAGUI";6,19592;-75,59824
"CL 75 SUR 34 136";"CL 75 SUR 34 136 CENTURY TOWER";"SABANETA";6,143345;-75,61444
"DG 59 AV 47 17";"DG 59 AV 47 17 ";"BELLO";6,342972;-75,55483
"Cl 71 58 102";"Cl 71 58 102 CIUDADELA DEL PARQUE APARTAMENTOS TORRE 2";"ITAGUI";6,17288;-75,61148
"CL 38 B SUR 26 2";"CL 38 B SUR 26 2 CONJUNTO RESIDENCIAL MONTEVENTO ETAPA 1";"ENVIGADO";6,156998;-75,57545
"DG 59 AV 47 15";"DG 59 AV 47 15 ";"BELLO";6,34297;-75,55482
"CR 81 A 37 B 08";"CR 81 A 37 B 08 EDIFICIO AMARANTA PH";"MEDELLIN";6,245025;-75,60322
"CR 46C 80 SUR 155";"CR 46C 80 SUR 155 CONJUNTO RESIDENCIAL AMONTE PH";"SABANETA";6,147341;-75,62395
"Cl 1 SUR 37B 75";"Cl 1 SUR 37B 75 URBANIZACION WE NEW HOME";"MEDELLIN";6,202932;-75,57039
"CL 37B SUR 27 17";"CL 37B SUR 27 17 TORRE 1 BRUJAS CAMPESTRE PH";"ENVIGADO";6,159345;-75,57401
"CR 48 76 D SUR 34";"CR 48 76 D SUR 34 CONJUNTO MIXTO PLAZA PH TORRES";"SABANETA";6,152416;-75,6234
"CR 25 A 38 D SUR 111";"CR 25 A 38 D SUR 111 URBANIZACION CASTELLI APARTAMENTOS";"ENVIGADO";6,155181;-75,57159
"CR 67 51 A SUR 7";"CR 67 51 A SUR 7 ";"MEDELLIN";6,176025;-75,64821
"CL 78E SUR 47C 80";"CL 78E SUR 47C 80 CONJUNTO DE USO MIXTO URBANIZACIÓN RIO SECRETO";"SABANETA";6,1526;-75,6109
"CL 2 B 81 A 513";"CL 2 B 81 A 513 CONJUNTO RESIDENCIAL CAMINO DEL PARQUE PH";"MEDELLIN";6,24589;-75,57457
"CR 64 A 29 41";"CR 64 A 29 41 CONJUNTO RESIDENCIAL AIRES DE SAN FRANCISCO 2";"ITAGUI";6,169477;-75,63954
"CR 63B 53SUR 117";"CR 63B 53SUR 117 UNIDAD RESIDENCIAL ORION PH";"LA ESTRELLA";6,166125;-75,64555
"CR 58 BB 29 20";"CR 58 BB 29 20 ";"BELLO";6,31787;-75,56583
"CR 67 51 A SUR 7";"CR 67 51 A SUR 7 ";"SAN ANTONIO DE PRADO";6,176025;-75,64821
"CL 51 72 25";"CL 51 72 25 EDIFICIO BOLERAMA MIXTO PH";"MEDELLIN";6,26027;-75,58864
"CL 47 SUR 64 D 92";"CL 47 SUR 64 D 92 CONJUNTO RESIDENCIAL VILLA DEL BOSQUE TORRE";"SAN ANTONIO DE PRADO";6,17976;-75,64521
"Cl 27 D SUR 27 C 101";"Cl 27 D SUR 27 C 101 URBANIZACION SAN JUAN DE PUEBLA";"ENVIGADO";6,172005;-75,57161
"CR 59 F 38 C 9";"CR 59 F 38 C 9 ";"BELLO";6,33026;-75,56781
"CR 72 A 45 E 111";"CR 72 A 45 E 111 ";"MEDELLIN";6,25256;-75,59092
"CL 54 86 C 220";"CL 54 86 C 220 URBANIZACION FAROVERDE PH";"MEDELLIN";6,24589;-75,57457
"Cl 38B SUR 26 2";"Cl 38B SUR 26 2 CONJUNTO RESIDENCIAL MONTEVENTO PH";"ENVIGADO";6,156998;-75,57545
"CL 35 SUR 43 A 31";"CL 35 SUR 43 A 31 ";"ENVIGADO";6,172459;-75,58761
"CR 72 A 45 E 89";"CR 72 A 45 E 89 ";"MEDELLIN";6,25235;-75,5911
"CR 79A 42 51";"CR 79A 42 51 BALCONES DE LA CONSOLATA";"MEDELLIN";6,249172;-75,5985
"CR 65 91D 15 P 1";"CR 65 91D 15 P 1 ";"MEDELLIN";6,28422;-75,57156
"CR 61 34 31";"CR 61 34 31 PORTAL DE DITAIRES I";"ITAGUI";6,168633;-75,63062
"CR 84F 3C 40";"CR 84F 3C 40 CONJUNTO RESIDENCIAL AURA PH";"MEDELLIN";6,20542;-75,56718
"CR 58 A 13 SUR 30";"CR 58 A 13 SUR 30 URBANIZACION KIWI PH";"ITAGUI";6,189288;-75,60313
"CL 64 SUR 46A 12";"CL 64 SUR 46A 12 ";"SABANETA";6,1553;-75,61229
"CL 42 C 22 B 78";"CL 42 C 22 B 78 TORRE 7 URBANIZACION NUEVOS AIRES P H";"MEDELLIN";6,24589;-75,57457
"Cl 32 F 63 A 33";"Cl 32 F 63 A 33 BOSQUES DEL CERRO PH";"MEDELLIN";6,23889;-75,57859
"CL 77 SUR 46 180";"CL 77 SUR 46 180 URB ALTOS DE VALPARAISO PH";"SABANETA";6,148727;-75,62161
"Cl 77 AC 75 165";"Cl 77 AC 75 165 CONJUNTO RESIDENCIAL FUENTE AZUL PH";"MEDELLIN";6,24589;-75,57457
"CL 27 D SUR 28 50";"CL 27 D SUR 28 50 CONJUNTO RESIDENCIAL ARRECIFES DE LA ABADIA P";"ENVIGADO";6,174571;-75,57555
"CL 36 80 B 60";"CL 36 80 B 60 EDIFICIO ATENEA PH";"MEDELLIN";6,24443;-75,60242
"CL 50A 97 215";"CL 50A 97 215 EL ROSAL 1 ETAPA PH";"MEDELLIN";6,290069;-75,55942
"CL 77 SUR 32 50";"CL 77 SUR 32 50 CONJUNTO RESIDENCIALCATTLEYA PH";"SABANETA";6,14788;-75,621
"TV 79 C 80 78";"TV 79 C 80 78 ";"MEDELLIN";6,283808;-75,58466
"CR 42 14 90";"CR 42 14 90 URBANIZACION LA DUQUESA";"MEDELLIN";6,21532;-75,56838
"CL1 B 53 32";"CL1 B 53 32 ";"MEDELLIN";6,20888;-75,58616
"CR 83 50A 14";"CR 83 50A 14 ";"MEDELLIN";6,26548;-75,60103
"CL 65 C 94 51";"CL 65 C 94 51 URBANIZACION TULIPANES DE ROBLEDO";"MEDELLIN";6,28356;-75,60177
"AV 36 B DG 65 A 34";"AV 36 B DG 65 A 34 ";"BELLO";6,347071;-75,54474
"CL 75 72 B 46";"CL 75 72 B 46 PORTON DE PILARICA";"MEDELLIN";6,27512;-75,58339
"CR 52 A 72 90";"CR 52 A 72 90 ";"ITAGUI";6,183989;-75,59778
"CL 12 39 140";"CL 12 39 140 EDIFICIO NOVECENTO";"MEDELLIN";6,21301;-75,56818
"DG 55 AV 38 55";"DG 55 AV 38 55 LC 145 BULEVAR 55";"BELLO";6,339544;-75,5459
"CR 55 B 79 BB SUR 10";"CR 55 B 79 BB SUR 10 ";"LA ESTRELLA";6,155978;-75,63624
"CR 16 B 32 50";"CR 16 B 32 50 CONJUNTO RESIDENCIAL ARBOLEDA DEL SEMINARIO PH";"MEDELLIN";6,24589;-75,57457
"CL 44 A 78 11";"CL 44 A 78 11 EDIFICIO CUBOX PROPIEDAD HORIZONTAL";"MEDELLIN";6,25061;-75,59703
"CL 64 SUR 39 170";"CL 64 SUR 39 170 MOCACCINO PH";"SABANETA";6,148873;-75,60883
"CL 1 B 53 32";"CL 1 B 53 32 ";"MEDELLIN";6,20888;-75,58616
"CL 12 AA SUR 55 D 30";"CL 12 AA SUR 55 D 30 CONJUNTO RESIDENCIAL VILLATERRA PH";"ITAGUI";6,17288;-75,61148
"CL 75 SUR 53 120";"CL 75 SUR 53 120 UNIDAD RESIDENCIAL AGUAS DEL BOSQUE PH";"ITAGUI";6,164831;-75,63549
"CL 77 SUR 32 50";"CL 77 SUR 32 50 CONJUNTO RESIDENCIAL CATTLEYA";"SABANETA";6,14788;-75,621
"TV 38 AA 57 110 523 CONJUN";"TV 38 AA 57 110 523 CONJUN CONJUNTO RESIDENCIAL PUERTO PARAISO PH";"BELLO";6,34253;-75,56852
"CL 71 SUR 33 150";"CL 71 SUR 33 150 EDIFICIO VISTA APARTAMIRADOR";"SABANETA";6,145587;-75,61096
"CR 86 49 DD 115";"CR 86 49 DD 115 CONJUNTO RESIDENCIAL LA ARBOLEDA ETAPA 1 PH";"MEDELLIN";6,26352;-75,60393
"CR 65 27 34";"CR 65 27 34 ";"ITAGUI";6,169794;-75,63925
"CR 46 63 58";"CR 46 63 58 EDIFICIO MIXTO TORRE SANTA ELENA PH";"MEDELLIN";6,20981;-75,49793
"CL 19 43 G 80";"CL 19 43 G 80 CONJUNTO RESIDENCIAL DE USO MIXTO PLAZA DEL RIO PH";"MEDELLIN";6,24589;-75,57457
"CR 27 20 SUR 121";"CR 27 20 SUR 121 BOSQUES DE AVIGNON PH";"MEDELLIN";6,180217;-75,56761
"CL 32 A SUR 28 21";"CL 32 A SUR 28 21 EDIFICIO AMBAR PH";"ENVIGADO";6,173918;-75,57623
"CL 35 SUR 47 30";"CL 35 SUR 47 30 EDIFICIO BOREAL PH";"ENVIGADO";6,174701;-75,59076
"CL 71 SUR 65 D 30";"CL 71 SUR 65 D 30 VENTTO APARTAMENTOS PH";"SAN ANTONIO DE PRADO";6,18141;-75,65461
"CR 83 50 A 14";"CR 83 50 A 14 ";"MEDELLIN";6,26548;-75,60103
"CL 78 E SUR 47 C 80";"CL 78 E SUR 47 C 80 CONJUNTO DE USO MIXTO URBANIZACIÓN RIO SECRETO";"SABANETA";6,1526;-75,6109
"CL 71 SUR 34 60";"CL 71 SUR 34 60 EDIFICIO RESIDENCIAL MARAT PLUS PH";"SABANETA";6,145712;-75,61134
"CR 46 A 29 SUR 15";"CR 46 A 29 SUR 15 URBANIZACION VIA SERRANO PH";"ENVIGADO";6,179768;-75,58649
"CR 27 D 27 E SUR 21";"CR 27 D 27 E SUR 21 URBANIZACION MARROCO APARTAMENTOS";"SABANETA";6,1526;-75,6109
"TV 38 AA 59 A 231";"TV 38 AA 59 A 231 PUERTO ALEGRE PH";"BELLO";6,32417;-75,56916
"CR 43 C 4 SUR 143";"CR 43 C 4 SUR 143 CONJUNTO RESIDENCIAL ALDEA DE RIOBAMBA CASAS";"MEDELLIN";6,34235;-75,70153
"CL 40 81 A 44";"CL 40 81 A 44 ";"MEDELLIN";6,246742;-75,60348
"CL 24 61 52";"CL 24 61 52 ";"ITAGUI";6,165406;-75,64362
"CL 3 SUR 43 A 76";"CL 3 SUR 43 A 76 CONJUNTO INMOBILIARIO 43 AVENIDA PH";"MEDELLIN";6,20164;-75,57375
